"ID","Column0","Column1","Column2","Column3","Column4","Column5","Column6","Column7","Column8","Column9","Column10","Column11","Column12","Column13","Column14","Column15","Column16","Column17","Column18","Column19","Column20","Column21"
"ad1a67e4cbddc767a3456b0d94299b9e","2.0","2495","3726.0","0.6781394378315789","0.7014034666794821","-0.0074679147521047","0.4341898857039614","-0.0156027861709174","0.6062649742666545","NA","0","0","0","0","0.0013506051881885","0.0033900985562439","0.0","0","0.0","0","0","0"
"7246d2f76ac0c217ec25e72ea5f014cb","0.0","2495","3454.0","0.4525801441985607","0.7014034666794821","-0.0074678876458904","1.554997855217644","-0.0155738407335332","0.3299464438880037","NA","0","0","0","0","0.0013506051812899","0.0033900985562439","0.0","0","0.0","0","0","0"
"22ba388e7dd14c13342c49e75fc29dda","2.0","2495","4543.0","-1.577453498506724","-1.429539639944487","-0.0074686502841777","-0.407939121815475","-0.0156074272276953","-0.7749791570104966","NA","1","1","1","1","0.0013505882624856","0.0033900985562439","0.0","0","0.0","0","0","0"
"59f9b981472d97342587fb3e6392aeb1","0.0","211","59.0","NA","NA","NA","-0.407939121815475","-0.0156074272276953","-0.7749791570104966","NA","0","0","0","0","NA","0.0033900985562439","0.0","0","1.0","0","0","0"
"f6317cf7ecf126859804eddff279aead","0.0","718","950.0","-2.028572085775468","-1.855728261270304","NA","-0.407939121815475","-0.0156074272276953","-0.7749791570104966","NA","0","0","0","0","NA","0.0033900985562439","0.0","0","0.0","0","0","0"
"500bf0fce5509f8faa0d59a3be66a7cb","0.0","886","2842.0","-1.1263349112406875","-1.2164453292828572","-0.0074686502841777","-0.407939121815475","-0.0156074272276953","-0.7749791570104966","NA","1","1","1","1","NA","0.0033900985562439","0.0","0","0.0","0","0","0"
"5f8333ef730a6ce87968d0158a684e05","0.0","2495","2612.0","-2.028572085775468","-1.855728261270304","-0.0074676358398286","-0.4028514498814797","-0.015607357823139","0.6731628816897983","NA","0","0","1","1","0.0013505930259655","0.0033900985562439","0.0","0","0.0","0","0","0"
"35de3c8468023ca3cecdcc99f60c2c3d","0.0","2495","3053.0","0.6781394378315789","0.7014034666794821","-0.0074679147521047","-0.0940005151470503","-0.0156049417446418","0.1365924824819932","NA","0","0","1","0","0.0013506056090028","0.0033900985562439","0.0","0","0.0","0","0","0"
"9625a2859019d065054db34a70cacc0b","2.0","657","137.0","-0.4045451716112396","-0.3214492245004323","-0.0074673807847952","-0.407939121815475","-0.0156074272276953","0.6340258215883281","NA","1","1","1","1","0.0013506082235703","0.0033900985562439","0.0","0","0.0","0","0","0"
"3eb10613bbe82e509ccb2fd5e74b9669","0.0","647","1678.0","-2.028572085775468","-1.5716025137206115","-0.0074686502841777","-0.407939121815475","-0.0156074272276953","-0.7749791570104966","NA","0","0","0","0","NA","0.0033900985562439","0.0","0","0.0","0","0","0"
"019cfab5b1d9627377039aa143f0320c","2.0","144","8.0","-2.028572085775468","-1.855728261270304","-0.0074686502841777","-0.407939121815475","-0.0156074272276953","-0.7749791570104966","NA","0","0","0","0","NA","0.0033900985562439","0.0","0","0.0","0","0","0"
"89ae5568e250d99f8594da0850e11682","0.0","1840","7337.0","0.6781394378315789","0.7014034666794821","-0.0074686502841777","-0.407939121815475","-0.0156074272276953","-0.7749791570104966","NA","1","1","1","1","NA","0.0033900985562439","0.0","0","0.0","0","0","0"
"2d466ca023cc1a6405cd7d55d3b96ed2","0.0","293","1326.0","0.6781394378315789","0.7014034666794821","-0.0074686502841777","-0.407939121815475","-0.01560709294165","1.1900231209550651","NA","0","0","0","1","0.0013506136389673","0.0033900985610586","0.0","0","0.0","0","0","0"
"7e89371fbd2177f98398a07cc268a7f3","0.0","353","2907.0","0.2270208505628355","-1.429539639944487","-0.0074686502841777","-0.407939121815475","-0.0156074272276953","-0.7749791570104966","NA","1","1","1","1","0.0013506021631546","0.0033900985562439","0.0","0","0.0","0","0","0"
"2e8919dc9e2d1a6565c14958e12c3472","0.0","396","462.0","0.4525801441985607","0.2752148453536653","-0.0074686502841777","-0.407939121815475","-0.0156074272276953","-0.7749791570104966","NA","0","0","0","0","NA","0.0033900985562439","0.0","0","0.0","0","0","0"
"a9a82f90b2dfea3f82783be3eac4754e","0.0","0","3173.0","NA","NA","NA","-0.407939121815475","-0.0156074272276953","-0.7749791570104966","NA","0","0","0","0","NA","0.0033900985562439","0.0","0","0.0","0","0","0"
"ed67ce305b0a8ea825c4a984271acfa6","0.0","2323","764.0","-2.028572085775468","-1.855728261270304","NA","-0.407939121815475","-0.0156074272276953","-0.7749791570104966","NA","0","0","0","0","NA","0.0033900985562439","0.0","0","0.0","0","0","0"
"fb7ac22f8f5a92913622e7bfb712d130","0.0","988","1311.0","0.6781394378315789","0.7014034666794821","-0.007467853153894","-0.407939121815475","-0.0156074272276953","0.9862343689912408","NA","0","1","1","1","0.0013506049087954","0.0033900985562439","0.0","0","0.0","0","0","0"
"7a3386789bf60bb7d6d64d0664e456bb","0.0","515","6755.0","-1.577453498506724","-1.6426339506079068","-0.0074673366068072","2.899647995963472","-0.0156056520512625","0.55386469135637","NA","0","0","0","0","0.0013506401054271","0.0033901444486944","0.0","0","0.0","0","0","0"
"33b4c0a9819b24f58de8de3fdac1d688","0.0","1119","3580.0","-2.028572085775468","-1.855728261270304","NA","-0.407939121815475","-0.0156074272276953","-0.7749791570104966","NA","0","0","0","0","NA","0.0033900985562439","0.0","0","0.0","0","0","0"
